show_id,title,genre,language,release_year,content_type,season,episode
S0482,Master,Drama,Tamil,2021,Movie,1,1
S0483,Hi Nanna,Comedy,Telugu,2020,Movie,1,1
S0484,Suzhal,Action,Tamil,2023,Movie,1,1
S0485,Pushpa,Comedy,Tamil,2021,Movie,1,1
S0486,Save the Tigers,Thriller,Tamil,2022,Series,2,8
S0487,Pushpa ,Drama,Telugu,2019,Movie,1,1
S0488,Vikram,Action,Tamil,2021,Movie,1,1
S0489,Vikram,Romance,Tamil,2023,Movie,1,1
S0490,Save the Tigers,Action,Telugu,2021,Movie,1,1
S0491,Hi Nanna,Comedy,Tamil,2019,Series,2,5
S0492,Suzhal,Action,Telugu,2023,Movie,1,1
S0493,Suzhal,Action,Telugu,2023,Movie,1,1
S0494,Good Night,Romance,Tamil,2018,Movie,1,1
S0495,Pushpa,Comedy,Tamil,2022,Movie,1,1
S0496,Master,Action,Telugu,2024,Series,2,6
S0497,Vikram,Romance,Tamil,2020,Movie,1,1
S0498,Jailer,Action,Telugu,2022,Movie,1,1
S0499,RRR,Comedy,Telugu,2022,Movie,1,1
S0500,Suzhal,Action,Telugu,2022,Movie,1,1
S0501,Good Night ,Drama,Tamil,2020,Series,1,6
S0502,RRR,Action,Telugu,2021,Movie,1,1
S0503,Jailer ,Action,Tamil,2021,Movie,1,1
S0504,Hi Nanna,Action,Telugu,2024,Movie,1,1
S0505,Hi Nanna,Romance,Telugu,2025,Movie,1,1
S0506,Master,Action,Tamil,2025,Series,2,5
S0507,Master,Action,Telugu,2025,Movie,1,1
S0508,Jailer,Comedy,Tamil,2021,Movie,1,1
S0509,Leo,Comedy,Tamil,2021,Movie,1,1
S0510,RRR,Comedy,Tamil,2024,Movie,1,1
S0511,Hi Nanna,Action,Tamil,2019,Series,1,7
S0512,Jailer,Action,Tamil,2018,Movie,1,1
S0513,Save the Tigers,Action,Telugu,2024,Movie,1,1
S0514,Jailer,Action,Telugu,2025,Movie,1,1
S0515,Master,Comedy,Telugu,2022,Movie,1,1
S0516,Save the Tigers,Thriller,Tamil,2023,Series,2,8
S0517,Good Night,Action,Telugu,2022,Movie,1,1
S0518,Jailer,Action,Tamil,2018,Movie,1,1
S0519,Leo,Comedy,Telugu,2026,Movie,1,1
S0520,Master,Comedy,Tamil,2020,Movie,1,1
S0521,Save the Tigers,Romance,Tamil,2018,Series,1,7
S0522,Save the Tigers,Romance,Telugu,2019,Movie,1,1
S0523,Leo,Action,Tamil,2024,Movie,1,1
S0524,Good Night,Romance,Tamil,2022,Movie,1,1
S0525,Vikram,Action,Telugu,2019,Movie,1,1
S0526,Save the Tigers,Romance,Tamil,2021,Series,1,3
S0527,Master,Romance,Tamil,2019,Movie,1,1
S0528,Vikram,Action,Tamil,2022,Movie,1,1
S0529,Jailer,Comedy,Tamil,2024,Movie,1,1
S0530,Leo,Romance,Tamil,2024,Movie,1,1
S0531,Hi Nanna,Action,Tamil,2020,Series,1,2
S0532,Save the Tigers,Thriller,Tamil,2025,Movie,1,1
S0533,Suzhal,Action,Telugu,2022,Movie,1,1
S0534,Jailer,Romance,Telugu,2020,Movie,1,1
S0535,RRR,Drama,Telugu,2019,Movie,1,1
S0536,Good Night,Drama,Tamil,2018,Series,1,4
S0537,Vikram,Action,Telugu,2025,Movie,1,1
S0538,Save the Tigers,Action,Tamil,2023,Movie,1,1
S0539,Hi Nanna,Action,Telugu,2020,Movie,1,1
S0540,Leo,Romance,Tamil,2019,Movie,1,1
S0541,Vikram,Action,Tamil,2024,Series,2,4
S0542,Leo,Comedy,Telugu,2019,Movie,1,1
S0543,Suzhal,Romance,Telugu,2019,Movie,1,1
S0544,Save the Tigers,Action,Telugu,2020,Movie,1,1
S0545,Hi Nanna,Action,Telugu,2019,Movie,1,1
S0546,Suzhal,Action,Tamil,2024,Series,1,1
S0547,Good Night,Action,Tamil,2018,Movie,1,1
S0548,Suzhal,Action,Telugu,2022,Movie,1,1
S0549,Vikram,Drama,Telugu,2025,Movie,1,1
S0550,Save the Tigers,Comedy,Tamil,2022,Movie,1,1
S0551,Master,Romance,Tamil,2023,Series,1,8
S0552,RRR,Thriller,Telugu,2024,Movie,1,1
S0553,Master,Action,Telugu,2020,Movie,1,1
S0554,Suzhal,Romance,Tamil,2020,Movie,1,1
S0555,Master,Drama,Telugu,2022,Movie,1,1
S0556,RRR,Thriller,Telugu,2019,Series,2,5
S0557,Master ,Action,Telugu,2020,Movie,1,1
S0558,Suzhal,Comedy,Telugu,2020,Movie,1,1
S0559,Suzhal,Action,Tamil,2023,Movie,1,1
S0560,Good Night,Action,Telugu,2019,Movie,1,1
S0561,Vikram,Action,Telugu,2020,Series,2,7
S0562,Good Night,Action,Tamil,2022,Movie,1,1
S0563,Master,Romance,Tamil,2020,Movie,1,1
S0564,Vikram,Action,Telugu,2021,Movie,1,1
S0565,Pushpa,Romance,Telugu,2023,Movie,1,1
S0566,Pushpa,Comedy,Telugu,2018,Series,2,6
S0567,Save the Tigers,Action,Telugu,2020,Movie,1,1
S0568,Good Night,Drama,Tamil,2020,Movie,1,1
S0569,Save the Tigers,Comedy,Telugu,2024,Movie,1,1
S0570,Leo,Action,Tamil,2022,Movie,1,1
S0571,Pushpa,Action,Tamil,2023,Series,1,1
S0572,Master,Drama,Tamil,2024,Movie,1,1
S0573,Pushpa,Action,Tamil,2022,Movie,1,1
S0574,Suzhal,Action,Tamil,2019,Movie,1,1
S0575,Vikram,Action,Tamil,2019,Movie,1,1
S0576,Master,Action,Telugu,2025,Series,2,4
S0577,Jailer,Drama,Tamil,2024,Movie,1,1
S0578,Leo,Comedy,Telugu,2020,Movie,1,1
S0579,Good Night,Action,Tamil,2023,Movie,1,1
S0580,Master,Drama,Telugu,2018,Movie,1,1
S0581,Suzhal,Action,Telugu,2021,Series,2,3
S0582,Vikram,Romance,Tamil,2024,Movie,1,1
S0583,Master,Action,Tamil,2023,Movie,1,1
S0584,Suzhal,Action,Telugu,2021,Movie,1,1
S0585,Jailer,Comedy,Tamil,2023,Movie,1,1
S0586,Good Night,Action,Telugu,2019,Series,1,6
S0587,Vikram,Comedy,Tamil,2019,Movie,1,1
S0588,Suzhal,Comedy,Telugu,2022,Movie,1,1
S0589,RRR,Comedy,Telugu,2021,Movie,1,1
S0590,Suzhal,Romance,Tamil,2018,Movie,1,1
S0591,RRR,Action,Telugu,2024,Series,2,2
S0592,Pushpa,Action,Tamil,2020,Movie,1,1
S0593,Suzhal,Action,Tamil,2023,Movie,1,1
S0594,Good Night,Drama,Tamil,2021,Movie,1,1
S0595,Hi Nanna,Drama,Telugu,2023,Movie,1,1
S0596,Jailer,Comedy,Tamil,2021,Series,2,4
S0597,Leo ,Drama,Tamil,2024,Movie,1,1
S0598,Suzhal,Action,Tamil,2019,Movie,1,1
S0599,Vikram,Comedy,Telugu,2021,Movie,1,1
S0600,Leo,Action,Tamil,2020,Movie,1,1
S0601,Suzhal,Action,Tamil,2025,Series,1,4
S0602,RRR,Comedy,Telugu,2023,Movie,1,1
S0603,Save the Tigers,Action,Tamil,2026,Movie,1,1
S0604,Good Night,Action,Tamil,2025,Movie,1,1
S0605,RRR,Action,Tamil,2021,Movie,1,1
S0606,Master,Action,Tamil,2023,Series,1,1
S0607,Hi Nanna,Thriller,Tamil,2021,Movie,1,1
S0608,Jailer,Action,Telugu,2019,Movie,1,1
S0609,Vikram,Action,Telugu,2024,Movie,1,1
S0610,Suzhal,Action,Tamil,2021,Movie,1,1
S0611,Leo,Action,Telugu,2019,Series,1,3
S0612,Jailer,Action,Telugu,2024,Movie,1,1
S0613,Leo,Action,Telugu,2018,Movie,1,1
S0614,Master,Thriller,Telugu,2020,Movie,1,1
S0615,Master,Comedy,Telugu,2022,Movie,1,1
S0616,Leo,Thriller,Telugu,2022,Series,2,7
S0617,Save the Tigers,Action,Telugu,2019,Movie,1,1
S0618,Leo,Romance,Tamil,2020,Movie,1,1
S0619,Suzhal,Action,Tamil,2025,Movie,1,1
S0620,Hi Nanna,Action,Telugu,2020,Movie,1,1
S0621,Suzhal,Action,Tamil,2020,Series,2,5
S0622,Save the Tigers,Comedy,Tamil,2022,Movie,1,1
S0623,Master,Action,Telugu,2022,Movie,1,1
S0624,Master,Romance,Tamil,2021,Movie,1,1
S0625,Suzhal,Action,Telugu,2021,Movie,1,1
S0626,Suzhal,Action,Tamil,2022,Series,2,3
S0627,Leo,Comedy,Telugu,2018,Movie,1,1
S0628,Vikram,Action,Telugu,2022,Movie,1,1
S0629,Hi Nanna,Action,Tamil,2021,Movie,1,1
S0630,Hi Nanna,Comedy,Tamil,2024,Movie,1,1
S0631,Hi Nanna ,Action,Tamil,2023,Series,2,2
S0632,RRR,Romance,Telugu,2023,Movie,1,1
S0633,Hi Nanna,Action,Tamil,2024,Movie,1,1
S0634,Leo,Action,Telugu,2018,Movie,1,1
S0635,Vikram,Action,Telugu,2025,Movie,1,1
S0636,Vikram,Action,Telugu,2021,Series,1,8
S0637,Save the Tigers,Action,Tamil,2023,Movie,1,1
S0638,Leo,Action,Tamil,2022,Movie,1,1
S0639,RRR,Action,Telugu,2018,Movie,1,1
S0640,Master,Romance,Telugu,2023,Movie,1,1
S0641,Good Night,Thriller,Telugu,2019,Series,2,5
S0642,Pushpa,Romance,Tamil,2024,Movie,1,1
S0643,Suzhal,Action,Telugu,2020,Movie,1,1
S0644,Vikram ,Thriller,Tamil,2020,Movie,1,1
S0645,Jailer,Comedy,Telugu,2019,Movie,1,1
S0646,Vikram,Action,Tamil,2024,Series,2,2
S0647,Master ,Action,Telugu,2020,Movie,1,1
S0648,Pushpa,Romance,Telugu,2025,Movie,1,1
S0649,Vikram,Thriller,Tamil,2025,Movie,1,1
S0650,Pushpa,Action,Telugu,2024,Movie,1,1
S0651,Pushpa,Romance,Telugu,2021,Series,1,1
S0652,Jailer,Thriller,Telugu,2019,Movie,1,1
S0653,Suzhal,Thriller,Telugu,2019,Movie,1,1
S0654,Save the Tigers,Romance,Telugu,2024,Movie,1,1
S0655,Save the Tigers,Drama,Telugu,2020,Movie,1,1
S0656,Vikram,Action,Tamil,2020,Series,2,5
S0657,Jailer,Action,Telugu,2025,Movie,1,1
S0658,Good Night,Thriller,Telugu,2025,Movie,1,1
S0659,Jailer,Action,Telugu,2021,Movie,1,1
S0660,Good Night,Action,Tamil,2024,Movie,1,1
S0661,Vikram,Action,Tamil,2024,Series,2,4
S0662,RRR,Action,Tamil,2025,Movie,1,1
S0663,Jailer,Action,Telugu,2021,Movie,1,1
S0664,Pushpa,Action,Tamil,2024,Movie,1,1
S0665,RRR,Action,Tamil,2019,Movie,1,1
S0666,Vikram,Action,Tamil,2020,Series,2,6
S0667,Vikram,Action,Tamil,2025,Movie,1,1
S0668,Save the Tigers,Drama,Tamil,2025,Movie,1,1
S0669,Leo,Romance,Tamil,2024,Movie,1,1
S0670,Jailer,Action,Tamil,2018,Movie,1,1
S0671,Good Night,Action,Tamil,2022,Series,2,6
S0672,Pushpa,Drama,Telugu,2018,Movie,1,1
S0673,Good Night ,Romance,Telugu,2025,Movie,1,1
S0674,Suzhal,Action,Telugu,2022,Movie,1,1
S0675,Pushpa,Action,Telugu,2023,Movie,1,1
S0676,Hi Nanna,Action,Tamil,2019,Series,2,3
S0677,Good Night,Action,Tamil,2023,Movie,1,1
S0678,Save the Tigers,Romance,Telugu,2018,Movie,1,1
S0679,RRR,Drama,Telugu,2024,Movie,1,1
S0680,Master,Drama,Tamil,2022,Movie,1,1
S0681,Pushpa,Drama,Telugu,2019,Series,2,4
S0682,Good Night,Action,Telugu,2021,Movie,1,1
S0683,Pushpa,Comedy,Telugu,2018,Movie,1,1
S0684,Good Night,Action,Tamil,2023,Movie,1,1
S0685,Jailer,Action,Tamil,2022,Movie,1,1
S0686,Save the Tigers,Action,Telugu,2025,Series,2,1
S0687,Save the Tigers,Comedy,Tamil,2024,Movie,1,1
S0688,Master,Drama,Telugu,2025,Movie,1,1
S0689,Vikram,Action,Telugu,2023,Movie,1,1
S0690,Vikram,Thriller,Telugu,2024,Movie,1,1
S0691,Leo,Romance,Tamil,2018,Series,1,7
S0692,Leo,Action,Tamil,2022,Movie,1,1
S0693,Jailer,Action,Tamil,2021,Movie,1,1
S0694,RRR,Romance,Tamil,2024,Movie,1,1
S0695,Suzhal,Action,Telugu,2022,Movie,1,1
S0696,Suzhal ,Thriller,Telugu,2024,Series,1,2
S0697,Save the Tigers,Action,Telugu,2024,Movie,1,1
S0698,Master,Romance,Telugu,2022,Movie,1,1
S0699,Pushpa,Action,Telugu,2018,Movie,1,1
S0700,Pushpa,Comedy,Tamil,2023,Movie,1,1
S0701,RRR,Action,Telugu,2024,Series,1,4
S0702,Good Night,Action,Telugu,2023,Movie,1,1
S0703,Good Night,Drama,Tamil,2021,Movie,1,1
S0704,RRR,Action,Telugu,2025,Movie,1,1
S0705,Pushpa,Thriller,Telugu,2022,Movie,1,1
S0706,Suzhal,Action,Telugu,2020,Series,2,2
S0707,Good Night,Drama,Tamil,2018,Movie,1,1
S0708,Pushpa,Drama,Tamil,2020,Movie,1,1
S0709,Jailer,Action,Telugu,2021,Movie,1,1
S0710,Jailer,Action,Tamil,2019,Movie,1,1
S0711,Jailer,Comedy,Telugu,2020,Series,1,2
S0712,Hi Nanna,Action,Telugu,2023,Movie,1,1
S0713,Save the Tigers,Drama,Telugu,2019,Movie,1,1
S0714,Vikram,Drama,Tamil,2018,Movie,1,1
S0715,RRR,Thriller,Telugu,2025,Movie,1,1
S0716,Save the Tigers,Action,Telugu,2021,Series,2,7
S0717,Leo,Action,Tamil,2025,Movie,1,1
S0718,Vikram ,Drama,Telugu,2019,Movie,1,1
S0719,Save the Tigers,Comedy,Telugu,2021,Movie,1,1
S0720,Leo,Action,Telugu,2022,Movie,1,1
S0721,Master,Comedy,Telugu,2023,Series,1,6
S0722,Good Night,Drama,Telugu,2021,Movie,1,1
S0723,Suzhal,Action,Tamil,2020,Movie,1,1
S0724,Master,Action,Tamil,2018,Movie,1,1
S0725,Jailer,Romance,Telugu,2020,Movie,1,1
S0726,Hi Nanna,Romance,Telugu,2023,Series,1,5
S0727,RRR,Action,Telugu,2025,Movie,1,1
S0728,Hi Nanna,Romance,Telugu,2024,Movie,1,1
S0729,Save the Tigers,Drama,Telugu,2024,Movie,1,1
S0730,Suzhal,Drama,Telugu,2018,Movie,1,1
S0731,Master,Drama,Tamil,2024,Series,1,2
S0732,Vikram,Comedy,Telugu,2019,Movie,1,1
S0733,Vikram,Drama,Tamil,2025,Movie,1,1
S0734,Good Night,Action,Telugu,2019,Movie,1,1
S0735,Vikram,Action,Telugu,2019,Movie,1,1
S0736,Hi Nanna,Action,Tamil,2020,Series,2,6
S0737,Suzhal,Action,Telugu,2018,Movie,1,1
S0738,Jailer,Comedy,Telugu,2021,Movie,1,1
S0739,Suzhal ,Thriller,Telugu,2024,Movie,1,1
S0740,Pushpa,Romance,Telugu,2023,Movie,1,1
S0741,Suzhal,Comedy,Telugu,2022,Series,2,6
S0742,Leo,Comedy,Tamil,2019,Movie,1,1
S0743,Good Night,Thriller,Tamil,2023,Movie,1,1
S0744,Save the Tigers,Drama,Telugu,2024,Movie,1,1
S0745,Master,Action,Tamil,2023,Movie,1,1
S0746,Save the Tigers,Action,Telugu,2025,Series,2,1
S0747,Good Night,Action,Tamil,2018,Movie,1,1
S0748,Hi Nanna,Drama,Telugu,2023,Movie,1,1
S0749,Vikram,Action,Tamil,2022,Movie,1,1
S0750,Leo,Comedy,Telugu,2023,Movie,1,1
S0751,Jailer,Action,Tamil,2020,Series,2,2
S0752,Leo,Action,Tamil,2021,Movie,1,1
S0753,Good Night,Action,Tamil,2023,Movie,1,1
S0754,RRR,Action,Tamil,2023,Movie,1,1
S0755,Master,Romance,Telugu,2025,Movie,1,1
S0756,Vikram,Action,Tamil,2019,Series,1,1
S0757,Leo,Thriller,Tamil,2019,Movie,1,1
S0758,Pushpa,Romance,Telugu,2024,Movie,1,1
S0759,Good Night,Action,Telugu,2025,Movie,1,1
S0760,Vikram,Romance,Tamil,2022,Movie,1,1
S0761,Jailer,Thriller,Telugu,2019,Series,1,3
S0762,Good Night,Romance,Telugu,2019,Movie,1,1
S0763,Leo,Comedy,Telugu,2024,Movie,1,1
S0764,Pushpa,Action,Tamil,2018,Movie,1,1
S0765,Save the Tigers,Thriller,Tamil,2024,Movie,1,1
S0766,Hi Nanna,Action,Tamil,2020,Series,1,2
S0767,Save the Tigers,Drama,Telugu,2024,Movie,1,1
S0768,RRR,Drama,Telugu,2020,Movie,1,1
S0769,Hi Nanna,Action,Tamil,2020,Movie,1,1
S0770,Suzhal,Romance,Tamil,2018,Movie,1,1
S0771,Good Night,Romance,Tamil,2025,Series,2,3
S0772,Vikram ,Action,Tamil,2018,Movie,1,1
S0773,Master,Action,Tamil,2022,Movie,1,1
S0774,Save the Tigers,Comedy,Tamil,2019,Movie,1,1
S0775,Hi Nanna ,Romance,Telugu,2019,Movie,1,1
S0776,Suzhal,Romance,Telugu,2023,Series,2,7
S0777,RRR,Action,Telugu,2021,Movie,1,1
S0778,Suzhal,Romance,Telugu,2022,Movie,1,1
S0779,Jailer ,Comedy,Tamil,2018,Movie,1,1
S0780,RRR,Romance,Tamil,2019,Movie,1,1
S0781,Good Night,Action,Telugu,2018,Series,2,3
S0782,Master,Romance,Telugu,2019,Movie,1,1
S0783,Good Night,Romance,Tamil,2025,Movie,1,1
S0784,Save the Tigers,Thriller,Telugu,2019,Movie,1,1
S0785,Hi Nanna ,Thriller,Telugu,2022,Movie,1,1
S0786,Good Night,Drama,Tamil,2022,Series,1,4
S0787,Jailer,Drama,Telugu,2019,Movie,1,1
S0788,Pushpa,Action,Telugu,2018,Movie,1,1
S0789,Suzhal,Comedy,Telugu,2022,Movie,1,1
S0790,Jailer,Action,Telugu,2022,Movie,1,1
S0791,Vikram,Action,Tamil,2019,Series,1,8
S0792,Vikram,Action,Tamil,2019,Movie,1,1
S0793,Master,Romance,Tamil,2024,Movie,1,1
S0794,RRR,Action,Tamil,2021,Movie,1,1
S0795,Hi Nanna,Action,Tamil,2025,Movie,1,1
S0796,Good Night,Comedy,Tamil,2020,Series,2,2
S0797,Good Night ,Thriller,Telugu,2019,Movie,1,1
S0798,Good Night,Romance,Tamil,2024,Movie,1,1
S0799,RRR,Action,Tamil,2021,Movie,1,1
S0800,Save the Tigers,Action,Tamil,2018,Movie,1,1
S0801,Jailer,Action,Telugu,2018,Series,2,3
S0802,Jailer ,Action,Telugu,2025,Movie,1,1
S0803,Vikram,Comedy,Telugu,2018,Movie,1,1
S0804,Master,Romance,Telugu,2019,Movie,1,1
S0805,Leo,Drama,Tamil,2024,Movie,1,1
S0806,Leo,Drama,Telugu,2023,Series,1,3
S0807,Vikram,Romance,Tamil,2022,Movie,1,1
S0808,Suzhal,Thriller,Tamil,2021,Movie,1,1
S0809,Leo,Action,Tamil,2022,Movie,1,1
S0810,Suzhal,Action,Telugu,2023,Movie,1,1
S0811,Good Night,Thriller,Tamil,2021,Series,1,1
S0812,RRR,Action,Telugu,2025,Movie,1,1
S0813,Good Night,Romance,Telugu,2018,Movie,1,1
S0814,Suzhal,Action,Telugu,2023,Movie,1,1
S0815,Suzhal,Drama,Telugu,2023,Movie,1,1
S0816,Good Night,Romance,Telugu,2022,Series,1,3
S0817,Pushpa,Thriller,Tamil,2020,Movie,1,1
S0818,Vikram,Romance,Tamil,2023,Movie,1,1
S0819,Save the Tigers,Romance,Telugu,2023,Movie,1,1
S0820,Save the Tigers,Thriller,Telugu,2018,Movie,1,1
S0821,Pushpa,Comedy,Tamil,2021,Series,2,6
S0822,Leo,Thriller,Tamil,2018,Movie,1,1
S0823,Leo ,Action,Telugu,2021,Movie,1,1
S0824,Good Night,Action,Tamil,2021,Movie,1,1
S0825,Leo,Comedy,Telugu,2024,Movie,1,1
S0826,Save the Tigers,Action,Telugu,2020,Series,2,7
S0827,RRR,Action,Telugu,2024,Movie,1,1
S0828,Master,Action,Tamil,2024,Movie,1,1
S0829,Suzhal,Action,Tamil,2021,Movie,1,1
S0830,RRR,Action,Telugu,2024,Movie,1,1
S0831,Pushpa,Thriller,Telugu,2020,Series,2,6
S0832,Pushpa,Romance,Tamil,2025,Movie,1,1
S0833,Pushpa,Drama,Telugu,2021,Movie,1,1
S0834,RRR,Comedy,Tamil,2021,Movie,1,1
S0835,Vikram,Comedy,Telugu,2020,Movie,1,1
S0836,Vikram,Action,Telugu,2021,Series,1,2
S0837,Master ,Thriller,Telugu,2022,Movie,1,1
S0838,RRR,Romance,Tamil,2024,Movie,1,1
S0839,Suzhal,Action,Tamil,2020,Movie,1,1
S0840,Suzhal,Thriller,Tamil,2019,Movie,1,1
S0841,Suzhal,Action,Telugu,2023,Series,1,2
S0842,Vikram,Thriller,Tamil,2019,Movie,1,1
S0843,Save the Tigers,Action,Telugu,2020,Movie,1,1
S0844,Leo,Action,Tamil,2023,Movie,1,1
S0845,Jailer,Action,Telugu,2022,Movie,1,1
S0846,Pushpa,Comedy,Tamil,2018,Series,1,2
S0847,Leo,Comedy,Telugu,2021,Movie,1,1
S0848,Master,Drama,Tamil,2023,Movie,1,1
S0849,Suzhal ,Action,Tamil,2020,Movie,1,1
S0850,RRR,Drama,Telugu,2024,Movie,1,1
S0851,Master,Comedy,Tamil,2022,Series,2,5
S0852,Pushpa,Action,Telugu,2022,Movie,1,1
S0853,Hi Nanna,Action,Tamil,2023,Movie,1,1
S0854,Suzhal,Comedy,Telugu,2025,Movie,1,1
S0855,Leo,Action,Telugu,2021,Movie,1,1
S0856,RRR,Action,Telugu,2021,Series,1,6
S0857,Hi Nanna,Action,Telugu,2025,Movie,1,1
S0858,Jailer,Action,Telugu,2025,Movie,1,1
S0859,Vikram,Action,Tamil,2018,Movie,1,1
S0860,Vikram,Drama,Telugu,2018,Movie,1,1
S0861,Pushpa ,Drama,Tamil,2018,Series,1,4
S0862,Leo,Comedy,Telugu,2023,Movie,1,1
S0863,Jailer,Action,Tamil,2021,Movie,1,1
S0864,RRR,Action,Telugu,2023,Movie,1,1
S0865,Pushpa ,Drama,Telugu,2021,Movie,1,1
S0866,Jailer,Action,Telugu,2018,Series,2,6
S0867,Save the Tigers,Drama,Tamil,2020,Movie,1,1
S0868,Save the Tigers,Action,Telugu,2025,Movie,1,1
S0869,RRR,Action,Tamil,2022,Movie,1,1
S0870,Save the Tigers,Action,Telugu,2025,Movie,1,1
S0871,RRR,Action,Telugu,2022,Series,2,2
S0872,Good Night,Drama,Tamil,2023,Movie,1,1
S0873,Suzhal,Action,Telugu,2023,Movie,1,1
S0874,Jailer,Thriller,Telugu,2022,Movie,1,1
S0875,Vikram,Action,Tamil,2022,Movie,1,1
S0876,Vikram,Action,Telugu,2018,Series,1,2
S0877,Vikram,Thriller,Telugu,2019,Movie,1,1
S0878,Jailer,Thriller,Tamil,2024,Movie,1,1
S0879,Save the Tigers,Action,Telugu,2023,Movie,1,1
S0880,Save the Tigers,Action,Telugu,2018,Movie,1,1
S0881,Leo,Action,Telugu,2025,Series,1,3
S0882,Vikram,Action,Telugu,2023,Movie,1,1
S0883,Good Night ,Comedy,Tamil,2024,Movie,1,1
S0884,RRR,Action,Tamil,2023,Movie,1,1
S0885,Pushpa,Action,Tamil,2018,Movie,1,1
S0886,Save the Tigers,Action,Telugu,2020,Series,2,3
S0887,RRR,Drama,Tamil,2023,Movie,1,1
S0888,RRR,Action,Telugu,2019,Movie,1,1
S0889,Leo,Comedy,Telugu,2023,Movie,1,1
S0890,Hi Nanna,Action,Telugu,2021,Movie,1,1
S0891,Good Night,Drama,Tamil,2024,Series,1,6
S0892,RRR,Action,Telugu,2022,Movie,1,1
S0893,Suzhal,Action,Tamil,2018,Movie,1,1
S0894,Hi Nanna,Romance,Tamil,2019,Movie,1,1
S0895,Master,Action,Tamil,2020,Movie,1,1
S0896,Pushpa,Romance,Telugu,2020,Series,2,4
S0897,Jailer,Action,Telugu,2022,Movie,1,1
S0898,Good Night,Action,Tamil,2021,Movie,1,1
S0899,Save the Tigers,Action,Telugu,2019,Movie,1,1
S0900,Hi Nanna,Action,Tamil,2019,Movie,1,1
S0901,Hi Nanna,Action,Tamil,2022,Series,2,4
S0902,Vikram,Comedy,Telugu,2022,Movie,1,1
S0903,Suzhal,Action,Telugu,2024,Movie,1,1
S0904,Master,Action,Tamil,2019,Movie,1,1
S0905,Pushpa,Romance,Tamil,2022,Movie,1,1
S0906,Suzhal,Comedy,Telugu,2025,Series,2,7
S0907,Master,Action,Tamil,2019,Movie,1,1
S0908,Master,Action,Tamil,2020,Movie,1,1
S0909,Good Night,Romance,Tamil,2018,Movie,1,1
S0910,Vikram,Action,Tamil,2020,Movie,1,1
S0911,RRR,Action,Telugu,2019,Series,1,4
S0912,Master,Action,Telugu,2024,Movie,1,1
S0913,Hi Nanna,Thriller,Telugu,2025,Movie,1,1
S0914,Jailer,Action,Tamil,2024,Movie,1,1
S0915,Hi Nanna,Action,Tamil,2024,Movie,1,1
S0916,Good Night,Romance,Telugu,2025,Series,2,8
S0917,Suzhal,Drama,Tamil,2023,Movie,1,1
S0918,Suzhal,Action,Telugu,2023,Movie,1,1
S0919,Save the Tigers,Romance,Tamil,2021,Movie,1,1
S0920,Hi Nanna,Action,Tamil,2023,Movie,1,1
S0921,Jailer,Action,Telugu,2022,Series,2,2
S0922,Suzhal,Action,Telugu,2022,Movie,1,1
S0923,Save the Tigers,Action,Tamil,2025,Movie,1,1
S0924,Master,Drama,Telugu,2020,Movie,1,1
S0925,Master,Thriller,Tamil,2018,Movie,1,1
S0926,Good Night,Drama,Tamil,2021,Series,1,5
S0927,Pushpa,Thriller,Tamil,2020,Movie,1,1
S0928,Pushpa,Thriller,Telugu,2022,Movie,1,1
S0929,Save the Tigers,Thriller,Telugu,2020,Movie,1,1
S0930,Vikram,Drama,Tamil,2018,Movie,1,1
S0931,Vikram,Comedy,Telugu,2024,Series,2,1
S0932,RRR,Comedy,Telugu,2026,Movie,1,1
S0933,Master,Action,Telugu,2018,Movie,1,1
S0934,Hi Nanna,Comedy,Telugu,2021,Movie,1,1
S0935,Leo,Action,Tamil,2025,Movie,1,1
S0936,RRR,Comedy,Tamil,2021,Series,1,3
S0937,Suzhal,Thriller,Telugu,2024,Movie,1,1
S0938,Vikram,Action,Telugu,2025,Movie,1,1
S0939,Leo,Comedy,Telugu,2025,Movie,1,1
S0940,Hi Nanna,Action,Tamil,2024,Movie,1,1
S0941,Suzhal,Thriller,Tamil,2023,Series,1,5
S0942,Pushpa ,Action,Tamil,2020,Movie,1,1
S0943,Pushpa,Action,Telugu,2019,Movie,1,1
S0944,Pushpa,Action,Tamil,2018,Movie,1,1
S0945,Master,Action,Telugu,2023,Movie,1,1
S0946,Save the Tigers,Action,Tamil,2023,Series,1,5
S0947,Jailer,Action,Tamil,2021,Movie,1,1
S0948,Jailer,Comedy,Tamil,2018,Movie,1,1
S0949,Vikram,Action,Telugu,2025,Movie,1,1
S0950,Hi Nanna,Drama,Tamil,2022,Movie,1,1
S0951,Good Night,Thriller,Tamil,2025,Series,1,1
S0952,RRR,Thriller,Telugu,2019,Movie,1,1
S0953,Hi Nanna,Comedy,Telugu,2021,Movie,1,1
S0954,Hi Nanna,Drama,Tamil,2025,Movie,1,1
S0955,Pushpa,Comedy,Telugu,2024,Movie,1,1
S0956,Jailer,Action,Telugu,2024,Series,1,2
S0957,Hi Nanna,Romance,Telugu,2018,Movie,1,1
S0958,RRR,Action,Tamil,2018,Movie,1,1
S0959,Jailer,Action,Telugu,2021,Movie,1,1
S0960,Pushpa,Comedy,Tamil,2024,Movie,1,1
S0961,RRR,Thriller,Telugu,2019,Series,2,6
S0962,Jailer,Thriller,Tamil,2018,Movie,1,1
