view_id,user_id,show_id,duration_watched,watch_date,completion_percentage
V006257,U00901,S0791,500.0,2025-09-05,83.0
V006258,U01596,S0295,199.0,2024-02-17,72.0
V006259,U00869,S0321,500.0,2024-08-21,22.0
V006260,U00582,S0284,500.0,2025-06-21,45.0
V006261,U00360,S0157,70.0,2025-03-31,98.0
V006262,U00973,S0459,132.0,2024-05-06,49.0
V006263,U00811,S0150,500.0,2024-04-21,97.0
V006264,U00649,S0721,500.0,2024-09-26,64.0
V006265,U00935,S0022,103.0,2025-11-04,88.0
V006266,U01498,S0454,21.0,2024-06-26,18.0
V006267,U00356,S0731,18.0,2024-08-26,92.0
V006268,U00693,S0774,93.0,2024-08-01,46.0
V006269,U01762,S0372,500.0,2024-03-04,80.0
V006270,U00287,S0609,500.0,2024-03-17,57.0
V006271,U00043,S0001,500.0,2025-05-18,42.0
V006272,U00082,S0292,202.0,2025-06-19,98.0
V006273,U00900,S0089,500.0,2024-12-20,67.0
V006274,U00342,S0802,37.0,2024-02-04,14.0
V006275,U00608,S0462,500.0,2024-08-20,69.0
V006276,U01889,S0865,500.0,2024-01-12,21.0
V006277,U00510,S0833,500.0,2024-03-29,54.0
V006278,U01986,S0656,220.0,2024-02-27,90.0
V006279,U01080,S0765,137.0,2025-03-01,25.0
V006280,U00110,S0225,500.0,2024-05-28,96.0
V006281,U00541,S0211,177.0,2024-02-26,46.0
V006282,U01614,S0949,500.0,2024-01-04,89.0
V006283,U01422,S0109,219.0,2025-05-02,58.0
V006284,U00009,S0009,500.0,2025-01-25,73.0
V006285,U01362,S0684,500.0,2024-03-08,63.0
V006286,U01414,S0253,500.0,2024-04-02,54.0
V006287,U00505,S0009,500.0,2024-05-02,44.0
V006288,U01184,S0146,89.0,2024-03-01,38.0
V006289,U01272,S0434,125.0,2024-05-04,93.0
V006290,U01827,S0351,500.0,2024-11-24,96.0
V006291,U00449,S0877,167.0,2024-03-10,31.0
V006292,U01368,S0856,500.0,2024-02-12,71.0
V006293,U00064,S0672,140.0,2025-02-21,13.0
V006294,U00744,S0598,500.0,2024-05-12,56.0
V006295,U01622,S0799,180.0,2024-06-29,40.0
V006296,U00204,S0536,500.0,2024-10-16,56.0
V006297,U00412,S0475,500.0,2024-11-15,69.0
V006298,U00302,S0632,166.0,2024-07-20,10.0
V006299,U00133,S0706,500.0,2024-06-04,75.0
V006300,U01398,S0730,208.0,2025-02-02,15.0
V006301,U01921,S0544,500.0,2024-08-26,21.0
V006302,U01857,S0974,500.0,2025-09-04,11.0
V006303,U00899,S0248,94.0,2025-01-13,40.0
V006304,U00086,S0345,211.0,2024-06-03,75.0
V006305,U01190,S0444,500.0,2024-10-22,61.0
V006306,U01100,S0324,15.0,2024-05-18,36.0
V006307,U01382,S0058,144.0,2024-04-28,71.0
V006308,U00430,S0674,500.0,2024-10-13,84.0
V006309,U00446,S0829,500.0,2025-06-23,53.0
V006310,U01337,S0774,131.0,2024-06-19,65.0
V006311,U01042,S0373,500.0,2024-11-20,44.0
V006312,U00283,S0885,34.0,2024-09-23,16.0
V006313,U01880,S0629,500.0,2024-06-20,26.0
V006314,U00024,S0606,500.0,2024-01-05,24.0
V006315,U00937,S0724,500.0,2025-08-06,46.0
V006316,U00444,S0519,500.0,2025-03-19,53.0
V006317,U01618,S0429,500.0,2025-05-02,60.0
V006318,U00239,S0363,110.0,2025-05-25,49.0
V006319,U01827,S0066,32.0,2024-06-10,79.0
V006320,U00251,S0976,500.0,2024-03-14,73.0
V006321,U01881,S0029,101.0,2024-07-03,26.0
V006322,U00571,S0419,500.0,2025-03-21,18.0
V006323,U01504,S0570,500.0,2024-07-07,13.0
V006324,U00892,S0379,500.0,2025-02-28,19.0
V006325,U01747,S0082,131.0,2024-01-21,13.0
V006326,U00877,S0364,500.0,2024-11-01,88.0
V006327,U01504,S0385,30.0,2024-07-01,54.0
V006328,U01095,S0854,131.0,2025-03-03,54.0
V006329,U01322,S0894,500.0,2024-06-28,95.0
V006330,U01889,S0886,500.0,2024-07-02,79.0
V006331,U00756,S0785,151.0,2025-03-06,82.0
V006332,U01342,S0775,219.0,2025-05-13,93.0
V006333,U00694,S0882,155.0,2024-04-11,36.0
V006334,U01288,S0588,53.0,2024-12-29,59.0
V006335,U01203,S0034,500.0,2024-05-30,17.0
V006336,U00117,S0553,216.0,2025-02-15,71.0
V006337,U01735,S0691,205.0,2024-11-07,31.0
V006338,U00049,S0237,190.0,2025-06-11,66.0
V006339,U01607,S0240,9.0,2024-02-22,62.0
V006340,U01819,S0737,97.0,2025-01-24,92.0
V006341,U00744,S0898,500.0,2024-10-26,46.0
V006342,U00070,S0010,500.0,2025-02-14,22.0
V006343,U01717,S0739,500.0,2025-04-17,79.0
V006344,U01261,S0041,161.0,2024-03-21,62.0
V006345,U01295,S0280,138.0,2024-07-05,50.0
V006346,U00192,S0346,120.0,2024-10-05,11.0
V006347,U01665,S0474,83.0,2025-02-15,56.0
V006348,U00270,S0453,500.0,2024-07-16,40.0
V006349,U01970,S0252,64.0,2025-06-21,98.0
V006350,U01474,S0408,35.0,2025-02-22,19.0
V006351,U00830,S0621,500.0,2025-06-24,91.0
V006352,U00604,S0398,500.0,2025-06-23,41.0
V006353,U00453,S0363,220.0,2024-11-09,15.0
V006354,U00081,S0229,20.0,2025-01-15,70.0
V006355,U01126,S0855,500.0,2024-09-11,67.0
V006356,U01707,S0462,38.0,2024-08-28,89.0
V006357,U00686,S0298,500.0,2024-03-14,71.0
V006358,U01268,S0696,500.0,2024-12-08,59.0
V006359,U01178,S0555,39.0,2024-06-17,71.0
V006360,U00837,S0512,154.0,2024-10-22,91.0
V006361,U01038,S0867,500.0,2025-04-04,25.0
V006362,U00292,S0470,500.0,2025-03-17,77.0
V006363,U00886,S0453,500.0,2025-04-29,53.0
V006364,U00067,S0029,500.0,2024-12-14,64.0
V006365,U01852,S0643,213.0,2024-06-17,22.0
V006366,U00603,S0688,125.0,2025-01-24,73.0
V006367,U00484,S0890,500.0,2025-03-20,56.0
V006368,U00356,S0240,500.0,2025-01-20,86.0
V006369,U00966,S0652,190.0,2024-09-02,97.0
V006370,U00062,S0459,92.0,2025-01-20,16.0
V006371,U01895,S0865,500.0,2024-12-18,65.0
V006372,U01881,S0286,82.0,2025-05-21,92.0
V006373,U00238,S0577,500.0,2025-04-19,92.0
V006374,U00130,S0624,75.0,2024-01-30,96.0
V006375,U00287,S0365,500.0,2025-05-15,19.0
V006376,U01267,S0318,174.0,2025-05-04,68.0
V006377,U01100,S0567,59.0,2024-03-02,80.0
V006378,U00038,S0405,117.0,2024-11-06,56.0
V006379,U00087,S0020,91.0,2024-06-04,71.0
V006380,U01903,S0724,500.0,2024-05-27,38.0
V006381,U00249,S0104,500.0,2025-04-06,61.0
V006382,U01532,S0653,217.0,2024-08-02,18.0
V006383,U00206,S0652,219.0,2024-05-12,11.0
V006384,U01521,S0218,500.0,2025-06-19,62.0
V006385,U01816,S0978,206.0,2024-01-16,85.0
V006386,U00646,S0074,18.0,2024-07-01,89.0
V006387,U01386,S0110,117.0,2024-01-22,98.0
V006388,U00346,S0877,500.0,2024-10-16,10.0
V006389,U01935,S0235,197.0,2024-09-24,24.0
V006390,U01543,S0045,124.0,2024-07-03,99.0
V006391,U01435,S0929,500.0,2024-05-05,86.0
V006392,U01693,S0607,500.0,2024-02-13,82.0
V006393,U01433,S0911,500.0,2024-09-03,85.0
V006394,U00222,S0613,38.0,2025-01-18,78.0
V006395,U01237,S0974,45.0,2024-01-05,18.0
V006396,U00997,S0742,500.0,2024-03-28,44.0
V006397,U01674,S0321,217.0,2024-06-26,59.0
V006398,U01855,S0642,500.0,2024-05-22,48.0
V006399,U00227,S0352,39.0,2025-02-01,90.0
V006400,U01992,S0009,113.0,2025-06-14,63.0
V006401,U01952,S0002,138.0,2024-09-28,56.0
V006402,U00598,S0604,99.0,2025-05-19,16.0
V006403,U01609,S0718,500.0,2024-03-25,45.0
V006404,U00394,S0914,60.0,2025-03-28,14.0
V006405,U01567,S0108,25.0,2024-09-16,97.0
V006406,U00009,S0972,6.0,2024-09-11,70.0
V006407,U01407,S0915,92.0,2024-08-10,89.0
V006408,U01253,S0502,500.0,2024-11-07,39.0
V006409,U00292,S0706,500.0,2024-06-26,86.0
V006410,U00707,S0438,500.0,2024-12-04,41.0
V006411,U00993,S0588,93.0,2024-09-11,99.0
V006412,U00045,S0194,500.0,2024-07-14,63.0
V006413,U00889,S0460,90.0,2024-09-25,42.0
V006414,U01525,S0159,219.0,2025-11-06,98.0
V006415,U00236,S0592,93.0,2024-04-15,23.0
V006416,U01837,S0396,131.0,2024-09-16,11.0
V006417,U01998,S0306,22.0,2024-10-20,62.0
V006418,U01185,S0002,182.0,2024-09-30,33.0
V006419,U00779,S0049,99.0,2024-06-01,37.0
V006420,U01054,S0644,500.0,2024-02-23,23.0
V006421,U01484,S0596,500.0,2025-04-16,55.0
V006422,U01762,S0315,125.0,2024-10-09,57.0
V006423,U00360,S0769,500.0,2024-08-23,36.0
V006424,U00315,S0423,500.0,2024-12-19,50.0
V006425,U01617,S0039,91.0,2024-05-02,71.0
V006426,U01320,S0674,123.0,2024-01-16,72.0
V006427,U00678,S0356,500.0,2024-06-27,18.0
V006428,U00124,S0127,500.0,2025-01-27,90.0
V006429,U00832,S0156,500.0,2024-01-16,48.0
V006430,U00986,S0364,500.0,2024-04-01,80.0
V006431,U01450,S0043,500.0,2025-01-23,85.0
V006432,U00426,S0059,500.0,2025-05-29,64.0
V006433,U01935,S0039,33.0,2024-09-03,21.0
V006434,U00529,S0302,500.0,2024-03-24,78.0
V006435,U00148,S0011,500.0,2024-03-18,77.0
V006436,U01485,S0063,151.0,2024-01-01,44.0
V006437,U00982,S0886,93.0,2025-06-04,83.0
V006438,U00288,S0680,173.0,2024-01-26,96.0
V006439,U01676,S0385,56.0,2024-03-11,47.0
V006440,U01241,S0657,202.0,2024-06-11,13.0
V006441,U01354,S0145,500.0,2025-02-11,83.0
V006442,U01625,S0600,138.0,2024-01-04,95.0
V006443,U00244,S0502,500.0,2024-07-01,50.0
V006444,U01895,S0220,500.0,2024-06-28,100.0
V006445,U00621,S0877,50.0,2024-08-10,97.0
V006446,U01677,S0951,500.0,2024-11-25,26.0
V006447,U01910,S0279,216.0,2024-11-18,85.0
V006448,U01952,S0295,500.0,2024-06-10,89.0
V006449,U01495,S0776,500.0,2024-03-25,50.0
V006450,U00027,S0026,104.0,2024-03-26,10.0
V006451,U00066,S0143,500.0,2025-01-21,95.0
V006452,U00732,S0713,125.0,2025-05-16,14.0
V006453,U01333,S0522,193.0,2024-10-26,93.0
V006454,U01974,S0306,500.0,2024-01-03,91.0
V006455,U01229,S0876,500.0,2024-05-26,83.0
V006456,U01370,S0848,48.0,2024-09-10,57.0
V006457,U00385,S0172,118.0,2024-08-19,79.0
V006458,U00585,S0673,106.0,2024-07-29,94.0
V006459,U00451,S0871,500.0,2025-12-05,38.0
V006460,U00909,S0277,500.0,2025-02-22,96.0
V006461,U00802,S0523,64.0,2024-11-22,19.0
V006462,U01173,S0917,204.0,2025-01-14,25.0
V006463,U01889,S0015,9.0,2024-07-01,34.0
V006464,U00081,S0036,500.0,2024-10-14,91.0
V006465,U01716,S0787,500.0,2024-08-06,74.0
V006466,U00790,S0203,500.0,2025-04-21,76.0
V006467,U00687,S0020,93.0,2024-04-09,86.0
V006468,U01223,S0910,500.0,2024-03-23,23.0
V006469,U01546,S0999,46.0,2024-07-31,91.0
V006470,U00329,S0398,219.0,2024-06-03,54.0
V006471,U01615,S0801,500.0,2025-12-02,50.0
V006472,U00689,S0386,500.0,2025-06-04,55.0
V006473,U00446,S0309,197.0,2024-06-13,75.0
V006474,U00417,S0017,500.0,2024-05-19,82.0
V006475,U00850,S0753,5.0,2024-10-08,15.0
V006476,U01816,S0216,152.0,2024-05-27,93.0
V006477,U00409,S0414,76.0,2025-01-17,31.0
V006478,U01582,S0623,500.0,2024-05-03,94.0
V006479,U00350,S0694,219.0,2024-03-04,28.0
V006480,U01132,S0211,500.0,2025-03-03,87.0
V006481,U01045,S0702,500.0,2024-04-14,26.0
V006482,U01329,S0916,157.0,2024-05-08,40.0
V006483,U01041,S0681,8.0,2024-07-19,13.0
V006484,U00055,S0115,29.0,2025-05-22,76.0
V006485,U01447,S0079,500.0,2025-05-05,61.0
V006486,U01072,S0744,500.0,2024-09-12,88.0
V006487,U01543,S0527,219.0,2025-09-02,65.0
V006488,U00041,S0630,94.0,2024-08-10,60.0
V006489,U01890,S0871,500.0,2025-06-16,56.0
V006490,U01319,S0561,500.0,2025-01-25,16.0
V006491,U01572,S0928,500.0,2024-04-01,12.0
V006492,U01689,S0399,54.0,2025-10-06,12.0
V006493,U00730,S0354,90.0,2025-03-02,17.0
V006494,U00780,S0966,116.0,2024-09-03,75.0
V006495,U00204,S0723,34.0,2025-02-01,65.0
V006496,U00943,S0612,82.0,2025-01-24,69.0
V006497,U00373,S0440,83.0,2025-03-02,27.0
V006498,U00407,S0207,104.0,2025-03-29,75.0
V006499,U01033,S0237,500.0,2025-01-19,80.0
V006500,U00679,S0729,175.0,2025-03-18,19.0
V006501,U00926,S0090,96.0,2024-06-12,11.0
V006502,U01898,S0995,500.0,2025-12-04,86.0
V006503,U00876,S0586,7.0,2024-07-07,78.0
V006504,U01742,S0624,27.0,2024-01-27,56.0
V006505,U01109,S0428,185.0,2024-03-13,71.0
V006506,U00705,S0179,219.0,2024-01-20,54.0
V006507,U00799,S0569,500.0,2025-10-02,70.0
V006508,U00624,S0579,99.0,2025-02-05,69.0
V006509,U00686,S0643,500.0,2024-03-31,84.0
V006510,U01662,S0832,500.0,2024-07-18,72.0
V006511,U01298,S0271,71.0,2024-04-01,13.0
V006512,U01302,S0058,500.0,2025-01-25,52.0
V006513,U01947,S0546,500.0,2024-01-02,77.0
V006514,U01171,S0081,500.0,2024-03-28,56.0
V006515,U01467,S1000,181.0,2024-07-21,48.0
V006516,U01124,S0892,172.0,2025-05-15,69.0
V006517,U01457,S0057,116.0,2024-06-27,62.0
V006518,U01809,S0429,500.0,2024-04-13,48.0
V006519,U01096,S0783,500.0,2025-03-23,65.0
V006520,U01717,S0137,500.0,2025-06-08,56.0
V006521,U00354,S0829,95.0,2024-12-03,54.0
V006522,U01841,S0807,94.0,2025-03-21,17.0
V006523,U00848,S0712,500.0,2025-01-06,75.0
V006524,U00172,S0570,500.0,2025-01-17,79.0
V006525,U01737,S0954,194.0,2024-11-30,78.0
V006526,U01103,S0892,135.0,2025-01-05,74.0
V006527,U01080,S0577,23.0,2024-09-19,40.0
V006528,U01287,S0682,500.0,2025-03-20,73.0
V006529,U00530,S0185,500.0,2024-09-28,69.0
V006530,U01257,S0866,500.0,2024-12-17,49.0
V006531,U01175,S0746,500.0,2025-09-06,56.0
V006532,U01999,S0723,23.0,2024-04-24,84.0
V006533,U01954,S0545,177.0,2025-03-20,20.0
V006534,U01978,S0993,219.0,2024-08-18,33.0
V006535,U00373,S0454,216.0,2025-05-31,88.0
V006536,U00150,S0460,86.0,2025-03-11,41.0
V006537,U00005,S0055,500.0,2024-01-09,35.0
V006538,U00579,S0287,500.0,2025-02-02,81.0
V006539,U00546,S0800,47.0,2024-01-06,13.0
V006540,U01188,S0133,500.0,2024-02-14,21.0
V006541,U00861,S0028,125.0,2025-01-24,62.0
V006542,U01822,S0225,500.0,2024-05-24,77.0
V006543,U01024,S0043,500.0,2024-06-02,78.0
V006544,U00507,S0914,500.0,2025-09-04,40.0
V006545,U01886,S0460,500.0,2025-06-07,16.0
V006546,U00844,S0920,500.0,2024-05-25,24.0
V006547,U00577,S0062,500.0,2024-04-05,50.0
V006548,U01987,S0902,500.0,2024-03-10,51.0
V006549,U00551,S0018,205.0,2025-05-28,54.0
V006550,U01866,S0689,98.0,2024-10-06,70.0
V006551,U01543,S0802,50.0,2025-12-05,98.0
V006552,U01278,S0538,500.0,2024-05-26,13.0
V006553,U01225,S0553,17.0,2024-10-25,24.0
V006554,U00323,S0012,500.0,2025-06-13,67.0
V006555,U01266,S0933,123.0,2024-08-20,42.0
V006556,U01930,S0297,211.0,2024-08-03,56.0
V006557,U00191,S0215,500.0,2024-07-06,66.0
V006558,U01296,S0229,500.0,2024-02-13,71.0
V006559,U01825,S0186,500.0,2024-03-11,29.0
V006560,U01446,S0961,120.0,2024-05-30,55.0
V006561,U00184,S0173,204.0,2024-12-09,93.0
V006562,U01531,S0867,176.0,2024-01-27,12.0
V006563,U01737,S0667,500.0,2024-04-04,69.0
V006564,U00420,S0600,500.0,2024-10-19,100.0
V006565,U01494,S0389,500.0,2024-09-29,51.0
V006566,U00782,S0451,56.0,2024-11-23,18.0
V006567,U01660,S0255,155.0,2024-01-09,77.0
V006568,U01568,S0081,500.0,2025-06-20,89.0
V006569,U01208,S0074,500.0,2025-03-27,48.0
V006570,U00614,S0500,500.0,2024-02-20,93.0
V006571,U00576,S0919,114.0,2025-02-22,49.0
V006572,U01517,S0402,123.0,2025-03-02,25.0
V006573,U01880,S0533,500.0,2025-03-29,72.0
V006574,U00901,S0478,500.0,2025-02-17,50.0
V006575,U01526,S0660,171.0,2024-04-08,23.0
V006576,U00634,S0599,62.0,2024-06-25,40.0
V006577,U00693,S0692,500.0,2024-04-15,99.0
V006578,U00626,S0373,212.0,2025-06-06,97.0
V006579,U00038,S0084,183.0,2025-06-13,34.0
V006580,U00892,S0115,38.0,2025-06-13,76.0
V006581,U01952,S0477,193.0,2024-02-15,95.0
V006582,U00163,S0885,19.0,2024-02-13,66.0
V006583,U01128,S0170,500.0,2024-11-25,70.0
V006584,U01047,S0220,218.0,2024-09-02,84.0
V006585,U00674,S0833,86.0,2024-07-05,83.0
V006586,U01010,S0493,500.0,2024-03-02,89.0
V006587,U00830,S0806,199.0,2024-01-21,51.0
V006588,U01380,S0815,86.0,2024-04-15,46.0
V006589,U01097,S1000,114.0,2025-06-05,30.0
V006590,U01165,S0322,21.0,2025-02-23,38.0
V006591,U00817,S0504,86.0,2025-02-21,52.0
V006592,U00872,S0760,219.0,2025-01-30,72.0
V006593,U01385,S0755,146.0,2024-02-12,85.0
V006594,U01715,S0122,201.0,2025-06-21,56.0
V006595,U01224,S0913,500.0,2024-11-28,56.0
V006596,U01595,S0353,175.0,2025-05-26,63.0
V006597,U00805,S0696,500.0,2024-01-25,20.0
V006598,U01700,S0922,500.0,2024-10-21,56.0
V006599,U00527,S0795,500.0,2024-01-02,60.0
V006600,U01080,S0221,111.0,2024-04-23,30.0
V006601,U01096,S0429,95.0,2025-02-17,56.0
V006602,U00207,S0062,500.0,2024-10-16,55.0
V006603,U00488,S0078,23.0,2024-01-19,56.0
V006604,U01846,S0073,500.0,2024-03-23,16.0
V006605,U01460,S0772,500.0,2025-01-17,92.0
V006606,U01563,S0684,152.0,2024-01-31,56.0
V006607,U00406,S0780,75.0,2024-10-17,80.0
V006608,U01992,S0326,500.0,2024-04-15,38.0
V006609,U00317,S0559,156.0,2024-05-17,71.0
V006610,U00501,S0733,160.0,2025-05-02,44.0
V006611,U00280,S0861,500.0,2025-02-04,40.0
V006612,U01241,S0097,500.0,2025-02-11,77.0
V006613,U00402,S0325,76.0,2025-06-04,83.0
V006614,U01557,S0278,500.0,2024-02-02,10.0
V006615,U00384,S0822,500.0,2024-03-20,87.0
V006616,U01190,S0701,132.0,2025-05-05,40.0
V006617,U01536,S0200,72.0,2024-08-21,22.0
V006618,U01306,S0912,200.0,2024-12-27,53.0
V006619,U01205,S0969,500.0,2024-03-22,46.0
V006620,U01580,S0694,500.0,2025-03-05,94.0
V006621,U01130,S0831,157.0,2024-05-02,67.0
V006622,U01320,S0132,500.0,2025-01-17,51.0
V006623,U01719,S0792,500.0,2024-02-11,56.0
V006624,U00370,S0285,500.0,2024-05-05,40.0
V006625,U00098,S1000,500.0,2024-07-29,13.0
V006626,U00912,S0533,51.0,2024-08-21,38.0
V006627,U01693,S0013,186.0,2025-06-22,99.0
V006628,U00764,S0760,500.0,2024-12-19,15.0
V006629,U00651,S0728,7.0,2024-06-15,96.0
V006630,U00126,S0723,60.0,2024-04-16,81.0
V006631,U01563,S0839,500.0,2025-02-09,14.0
V006632,U01151,S0227,161.0,2025-02-03,88.0
V006633,U01715,S0750,172.0,2024-09-24,20.0
V006634,U01983,S0688,46.0,2024-06-09,31.0
V006635,U00471,S0263,160.0,2024-07-26,86.0
V006636,U00492,S0063,500.0,2025-03-18,69.0
V006637,U00063,S0738,500.0,2024-04-07,48.0
V006638,U01098,S0772,500.0,2024-08-03,97.0
V006639,U01998,S0133,166.0,2024-02-28,31.0
V006640,U01157,S0587,130.0,2025-03-26,61.0
V006641,U01210,S0969,191.0,2024-04-25,69.0
V006642,U01531,S0746,500.0,2025-01-23,10.0
V006643,U00531,S0947,219.0,2025-06-18,23.0
V006644,U01545,S0846,105.0,2024-01-11,82.0
V006645,U00344,S0603,500.0,2025-03-20,98.0
V006646,U01512,S0413,500.0,2024-03-03,26.0
V006647,U00977,S0264,63.0,2024-03-15,43.0
V006648,U00488,S0964,219.0,2024-02-14,86.0
V006649,U00973,S0722,500.0,2024-12-24,98.0
V006650,U00377,S0089,500.0,2024-03-12,57.0
V006651,U00630,S0215,8.0,2024-07-08,14.0
V006652,U00270,S0905,500.0,2024-01-21,100.0
V006653,U00150,S0080,219.0,2025-06-14,89.0
V006654,U01200,S0990,193.0,2025-03-01,52.0
V006655,U00918,S0140,500.0,2024-04-21,49.0
V006656,U01068,S0886,500.0,2024-03-22,23.0
V006657,U00618,S0652,500.0,2024-01-08,65.0
V006658,U00436,S0491,212.0,2025-03-12,92.0
V006659,U01857,S0750,5.0,2025-03-01,74.0
V006660,U00077,S0037,181.0,2024-12-08,59.0
V006661,U01853,S0621,500.0,2024-07-23,91.0
V006662,U01292,S0358,500.0,2024-03-23,62.0
V006663,U00466,S0134,101.0,2024-05-26,83.0
V006664,U01572,S0580,500.0,2025-03-05,50.0
V006665,U00021,S0053,105.0,2025-04-27,66.0
V006666,U01517,S0578,65.0,2025-01-04,91.0
V006667,U01209,S0311,48.0,2024-05-03,38.0
V006668,U01890,S0090,108.0,2025-04-14,76.0
V006669,U00451,S0711,500.0,2024-06-23,20.0
V006670,U00294,S0227,500.0,2024-05-22,17.0
V006671,U00948,S0576,219.0,2025-04-18,56.0
V006672,U01658,S0698,500.0,2025-04-24,34.0
V006673,U01952,S0933,13.0,2024-12-28,90.0
V006674,U00408,S0619,123.0,2024-12-24,26.0
V006675,U00214,S0955,219.0,2024-03-08,27.0
V006676,U00599,S0013,58.0,2025-06-02,58.0
V006677,U00720,S0160,28.0,2024-11-23,44.0
V006678,U00033,S0420,500.0,2024-01-05,90.0
V006679,U00841,S0970,219.0,2025-11-06,17.0
V006680,U01966,S0175,210.0,2024-03-29,32.0
V006681,U01411,S0085,33.0,2025-04-29,32.0
V006682,U00629,S0794,500.0,2024-12-10,94.0
V006683,U00111,S0470,500.0,2024-07-21,60.0
V006684,U00900,S0228,158.0,2024-09-23,79.0
V006685,U01925,S0291,186.0,2024-12-05,94.0
V006686,U00218,S0508,500.0,2025-05-30,44.0
V006687,U00364,S0487,500.0,2024-06-05,95.0
V006688,U01180,S0804,102.0,2024-07-01,28.0
V006689,U01310,S0509,500.0,2024-10-22,69.0
V006690,U01004,S0989,500.0,2024-09-17,37.0
V006691,U01952,S0919,136.0,2024-12-30,51.0
V006692,U00932,S0886,162.0,2024-03-25,82.0
V006693,U01971,S0382,500.0,2025-06-13,61.0
V006694,U01439,S0152,219.0,2024-12-03,92.0
V006695,U00424,S0480,500.0,2025-03-31,19.0
V006696,U00360,S0300,500.0,2024-08-28,25.0
V006697,U01610,S0319,184.0,2024-06-30,47.0
V006698,U01514,S0009,53.0,2024-03-24,38.0
V006699,U00622,S0177,115.0,2024-06-10,16.0
V006700,U01453,S0473,21.0,2024-03-27,12.0
V006701,U00248,S0114,21.0,2024-06-10,25.0
V006702,U00055,S0652,500.0,2025-11-02,51.0
V006703,U01373,S0658,500.0,2024-07-02,15.0
V006704,U01180,S0828,117.0,2025-05-21,40.0
V006705,U01384,S0770,102.0,2024-02-03,81.0
V006706,U00189,S0679,114.0,2024-02-06,55.0
V006707,U01049,S0199,95.0,2024-07-10,37.0
V006708,U01189,S0649,500.0,2024-11-28,94.0
V006709,U01767,S0518,152.0,2025-03-29,86.0
V006710,U01634,S0496,24.0,2024-06-19,41.0
V006711,U00451,S0431,500.0,2025-06-18,74.0
V006712,U00828,S0869,500.0,2024-09-08,72.0
V006713,U01861,S0399,500.0,2024-08-03,31.0
V006714,U00083,S0985,47.0,2024-08-22,45.0
V006715,U01722,S0343,500.0,2025-05-13,97.0
V006716,U00012,S0781,500.0,2025-05-10,34.0
V006717,U00941,S0017,500.0,2024-11-20,34.0
V006718,U01814,S0216,203.0,2024-08-03,94.0
V006719,U00862,S0081,500.0,2024-05-21,33.0
V006720,U01560,S0596,45.0,2025-01-16,77.0
V006721,U00038,S0946,500.0,2024-06-11,73.0
V006722,U01389,S0821,500.0,2024-10-21,33.0
V006723,U01611,S0315,214.0,2024-11-14,66.0
V006724,U00256,S0085,219.0,2024-05-04,67.0
V006725,U00149,S0893,112.0,2025-03-31,37.0
V006726,U00745,S0145,500.0,2024-01-05,56.0
V006727,U01591,S0100,500.0,2024-11-29,64.0
V006728,U00665,S0070,42.0,2024-09-12,96.0
V006729,U00899,S0659,19.0,2025-02-24,27.0
V006730,U00917,S0191,97.0,2024-03-21,43.0
V006731,U00872,S0271,134.0,2024-07-31,56.0
V006732,U00488,S0961,500.0,2024-09-18,60.0
V006733,U00708,S0240,191.0,2025-05-21,56.0
V006734,U00846,S0205,170.0,2024-10-06,56.0
V006735,U01255,S0589,129.0,2024-05-10,44.0
V006736,U01885,S0045,500.0,2025-04-21,53.0
V006737,U00517,S0356,500.0,2024-05-07,87.0
V006738,U01118,S0249,63.0,2024-12-25,30.0
V006739,U01303,S0137,500.0,2024-06-27,40.0
V006740,U01112,S0937,500.0,2025-05-13,81.0
V006741,U01874,S0078,23.0,2025-03-25,58.0
V006742,U00311,S0938,184.0,2025-05-21,34.0
V006743,U01204,S0058,219.0,2024-07-14,82.0
V006744,U01372,S0062,500.0,2024-12-25,97.0
V006745,U01628,S0686,500.0,2024-11-10,54.0
V006746,U00754,S0894,41.0,2025-02-15,21.0
V006747,U00963,S0789,123.0,2025-02-21,39.0
V006748,U01834,S0020,500.0,2025-12-03,45.0
V006749,U00519,S0576,500.0,2025-02-13,96.0
V006750,U00896,S0325,500.0,2025-04-29,95.0
V006751,U01968,S0390,213.0,2024-12-21,18.0
V006752,U00230,S0935,56.0,2024-03-01,51.0
V006753,U00040,S0689,35.0,2025-03-29,27.0
V006754,U01173,S0835,500.0,2025-05-29,56.0
V006755,U00235,S0820,500.0,2024-11-15,24.0
V006756,U01147,S0796,500.0,2024-08-18,62.0
V006757,U00333,S0067,23.0,2025-07-05,56.0
V006758,U00216,S0911,219.0,2024-05-14,13.0
V006759,U01691,S0044,189.0,2024-04-04,27.0
V006760,U01005,S0702,500.0,2024-03-03,59.0
V006761,U00096,S0721,219.0,2024-02-24,23.0
V006762,U00578,S0133,500.0,2024-08-26,79.0
V006763,U01414,S0007,161.0,2024-12-16,90.0
V006764,U00597,S0909,219.0,2024-12-18,54.0
V006765,U00336,S0327,500.0,2024-12-04,56.0
V006766,U01861,S0078,500.0,2024-04-24,28.0
V006767,U01038,S0832,500.0,2024-03-13,18.0
V006768,U00398,S0483,37.0,2025-02-24,75.0
V006769,U01295,S0239,500.0,2025-04-04,97.0
V006770,U01575,S0572,500.0,2025-02-05,54.0
V006771,U01514,S0065,122.0,2024-09-29,74.0
V006772,U01135,S0570,70.0,2025-03-18,31.0
V006773,U00407,S0379,142.0,2024-09-04,99.0
